1,1,2,2,29,0.8,0,3.0,1.0,2.0,1.0,6000,0.44
1,1,2,2,30,2.5,1,1.0,2.5,2.0,0.5,3000,0.47
0,2,1,2,29,4.2,1,1.0,2.5,0.5,2.0,6000,0.33
1,2,2,2,28,2.5,0,2.0,4.5,0.5,3.0,1000,0.32
2,2,1,2,29,3.2,1,4.0,1.0,4.0,3.0,4000,0.44
0,1,1,1,31,4.5,0,0.5,1.0,4.0,1.0,1000,0.42
2,2,1,2,27,4.5,1,0.5,1.0,3.0,3.0,2000,0.31
0,1,2,2,28,1.8,1,4.0,1.0,0.5,0.5,5000,0.42
0,1,1,1,30,3.4,1,0.5,1.0,0.5,0.5,3000,0.33
0,1,1,1,27,2.7,1,0.5,1.0,1.0,1.0,5000,0.44
2,2,1,1,27,0.7,1,4.0,1.0,0.5,4.0,2000,0.55
0,1,2,1,31,0.5,1,2.0,2.5,0.5,0.5,4000,0.57
1,1,1,1,28,4.1,1,2.0,1.0,1.0,1.0,3000,0.4
0,2,2,2,31,3.3,0,1.0,1.0,0.5,0.5,2000,0.4
2,1,2,2,30,2.9,0,1.0,3.5,1.0,1.0,2000,0.44
1,1,1,1,28,0.9,0,1.0,0.5,0.5,3.0,4000,0.56
1,2,1,1,31,1.8,0,0.5,1.0,0.5,2.0,1000,0.33
2,2,2,2,27,3.4,1,2.0,0.5,3.0,1.0,3000,0.29
1,1,1,1,29,4.6,0,0.5,4.5,0.5,0.5,4000,0.32
2,1,2,1,27,4.8,0,0.5,0.5,0.5,4.0,2000,0.56
0,2,2,1,28,3.7,1,1.0,1.0,2.0,2.0,1000,0.55
0,2,2,1,27,4.3,0,0.5,2.5,1.0,0.5,5000,0.34
0,1,2,2,31,3.2,0,1.0,3.5,2.0,0.5,3000,0.41
2,1,1,2,30,0.5,0,0.5,2.5,1.0,0.5,6000,0.42
2,2,1,2,27,4.3,0,1.0,3.5,1.0,3.0,4000,0.48
1,1,2,1,31,0.2,0,3.0,0.5,2.0,1.0,2000,0.51
0,1,1,1,28,2.9,0,2.0,1.0,0.5,0.5,4000,0.49
1,2,1,1,30,2.1,1,2.0,1.0,4.0,1.0,1000,0.4
2,1,1,2,29,0.3,1,3.0,2.5,0.5,0.5,5000,0.47
0,1,2,1,28,4.3,1,3.0,1.5,0.5,1.0,4000,0.35
2,1,1,2,30,3.7,0,0.5,0.5,2.0,1.0,5000,0.41
0,1,2,1,29,1.4,1,1.0,3.5,0.5,0.5,1000,0.53
0,2,1,2,28,4.8,0,2.0,3.5,0.5,0.5,3000,0.41
2,1,2,1,28,1.0,0,4.0,1.0,0.5,3.0,1000,0.46
2,2,1,1,28,0.6,0,2.0,0.5,0.5,3.0,1000,0.54
0,1,2,1,27,3.1,1,2.0,0.5,3.0,4.0,3000,0.36
0,1,1,1,27,3.7,1,0.5,0.5,0.5,0.5,6000,0.55
1,1,1,1,30,0.2,0,0.5,1.0,1.0,2.0,2000,0.43
1,1,1,1,29,3.8,0,0.5,1.0,0.5,0.5,3000,0.53
1,1,2,1,29,5.0,0,0.5,2.5,0.5,3.0,1000,0.52
0,1,1,1,27,1.4,1,2.0,0.5,1.0,0.5,6000,0.55
2,1,1,2,28,1.3,1,0.5,0.5,0.5,2.0,5000,0.49
0,1,2,1,31,1.2,0,1.0,3.5,0.5,0.5,2000,0.29
0,1,2,1,29,0.0,1,2.0,0.5,4.0,1.0,2000,0.57
0,1,1,2,31,0.7,1,2.0,1.0,0.5,2.0,4000,0.56
0,1,1,1,28,0.9,1,1.0,2.5,2.0,4.0,3000,0.36
0,1,1,2,28,1.3,1,4.0,3.5,0.5,0.5,5000,0.41
0,1,2,1,27,2.5,1,0.5,0.5,4.0,0.5,5000,0.54
2,2,1,1,29,4.1,0,0.5,3.5,0.5,3.0,5000,0.45
0,2,2,1,28,2.3,0,0.5,1.0,0.5,1.0,4000,0.38
0,2,1,1,31,1.5,0,1.0,1.0,4.0,2.0,5000,0.44
1,2,1,1,30,1.1,1,0.5,2.5,2.0,0.5,2000,0.35
1,1,1,1,30,1.1,0,0.5,2.5,2.0,0.5,6000,0.37
0,1,2,1,28,1.8,1,1.0,0.5,2.0,0.5,3000,0.5
0,1,2,1,28,2.6,0,0.5,2.5,0.5,0.5,6000,0.31
0,1,1,2,31,3.1,1,1.0,1.0,2.0,2.0,6000,0.36
2,1,1,1,29,2.5,0,0.5,1.0,0.5,0.5,5000,0.44
1,2,2,1,30,0.0,1,4.0,0.5,0.5,4.0,1000,0.43
1,2,2,1,29,3.3,1,1.0,2.5,3.0,3.0,4000,0.42
0,1,1,2,28,3.7,0,0.5,1.0,3.0,0.5,2000,0.52
1,2,1,2,31,1.8,0,0.5,4.5,0.5,3.0,1000,0.32
1,1,1,1,27,3.2,0,4.0,1.5,0.5,3.0,6000,0.57
2,2,1,1,29,0.7,0,1.0,3.5,1.0,0.5,5000,0.53
1,1,2,1,31,4.0,0,0.5,3.5,0.5,0.5,4000,0.55
1,2,2,1,31,4.7,0,0.5,3.5,0.5,0.5,2000,0.29
1,2,1,2,30,4.6,0,0.5,1.0,0.5,0.5,5000,0.5
1,2,1,2,31,0.2,1,3.0,1.5,4.0,2.0,3000,0.52
0,1,2,1,30,1.1,0,0.5,4.5,3.0,4.0,1000,0.43
2,1,1,2,29,3.6,0,1.0,0.5,0.5,3.0,5000,0.55
2,1,1,1,31,1.4,1,0.5,1.5,4.0,0.5,2000,0.5
1,2,2,1,28,2.6,1,2.0,3.5,0.5,0.5,5000,0.28
0,2,1,2,28,1.0,1,1.0,1.0,3.0,2.0,3000,0.38
1,2,1,1,28,1.4,0,4.0,2.5,3.0,2.0,4000,0.36
0,1,1,1,28,4.2,0,3.0,4.5,0.5,1.0,3000,0.28
1,1,1,1,29,2.0,1,1.0,2.5,4.0,0.5,5000,0.53
2,1,1,1,31,4.6,1,4.0,1.0,0.5,0.5,4000,0.36
1,1,1,2,31,1.3,1,1.0,1.0,2.0,3.0,4000,0.47
1,1,1,1,30,0.4,0,4.0,3.5,3.0,1.0,6000,0.58
0,1,1,1,27,3.4,1,2.0,1.0,2.0,0.5,5000,0.49
0,1,1,1,27,3.1,0,0.5,3.5,3.0,1.0,4000,0.57
2,1,1,1,27,1.1,1,1.0,1.5,2.0,0.5,1000,0.52
1,1,1,2,28,2.3,0,0.5,2.5,4.0,0.5,1000,0.47
0,2,2,1,29,1.1,1,1.0,0.5,0.5,0.5,3000,0.48
2,2,1,1,29,1.4,0,0.5,0.5,0.5,2.0,4000,0.32
0,2,1,1,31,1.7,0,0.5,1.0,0.5,1.0,1000,0.41
0,1,2,2,28,1.4,0,1.0,1.0,0.5,2.0,3000,0.49
1,1,2,1,29,0.8,0,3.0,4.5,2.0,2.0,1000,0.58
0,2,1,2,30,3.5,1,4.0,2.5,0.5,1.0,5000,0.54
1,2,2,2,31,0.4,0,2.0,3.5,4.0,1.0,5000,0.37
0,1,2,1,27,4.8,0,0.5,4.5,1.0,4.0,6000,0.58
0,1,1,1,31,1.9,0,2.0,1.5,2.0,2.0,5000,0.32
1,1,1,1,29,4.7,1,2.0,0.5,0.5,2.0,1000,0.41
2,1,2,2,28,1.5,0,0.5,1.5,3.0,4.0,5000,0.56
2,2,2,2,29,2.2,0,1.0,3.5,0.5,3.0,1000,0.51
1,1,1,2,30,3.7,0,2.0,0.5,0.5,2.0,6000,0.47
0,1,2,2,29,2.9,0,2.0,1.0,4.0,0.5,3000,0.35
1,2,1,2,29,2.2,1,0.5,1.0,4.0,1.0,6000,0.55
1,1,2,1,29,0.5,1,0.5,0.5,0.5,0.5,2000,0.51
1,1,2,2,29,0.7,1,0.5,0.5,0.5,1.0,6000,0.54
2,1,1,1,27,0.1,1,0.5,0.5,3.0,2.0,5000,0.44
0,1,1,1,30,1.5,1,0.5,0.5,0.5,3.0,4000,0.4
0,1,2,2,28,3.8,0,0.5,1.5,1.0,1.0,1000,0.28
0,1,1,1,28,1.0,0,4.0,2.5,2.0,1.0,5000,0.5
0,1,1,1,30,1.4,1,2.0,0.5,0.5,0.5,4000,0.45
0,2,1,1,31,3.3,0,1.0,3.5,0.5,1.0,3000,0.41
1,1,2,2,28,4.0,0,2.0,4.5,3.0,1.0,4000,0.52
2,1,1,2,29,1.7,0,2.0,1.5,4.0,3.0,4000,0.31
0,2,1,1,27,1.5,1,0.5,1.0,1.0,2.0,4000,0.47
1,1,2,1,29,1.8,1,0.5,0.5,0.5,2.0,2000,0.44
1,2,1,1,28,0.7,1,0.5,1.0,0.5,3.0,1000,0.36
2,1,1,2,30,4.9,0,2.0,1.0,2.0,0.5,3000,0.4
1,1,1,1,27,1.2,1,0.5,1.0,3.0,0.5,2000,0.31
1,1,1,1,28,2.1,1,0.5,3.5,4.0,3.0,5000,0.57
1,1,2,1,28,0.2,0,2.0,1.0,0.5,0.5,4000,0.31
2,1,1,1,31,1.5,1,0.5,1.0,0.5,0.5,1000,0.47
0,2,2,1,27,4.1,1,0.5,1.0,0.5,0.5,4000,0.48
1,2,2,1,31,1.5,1,0.5,2.5,0.5,3.0,4000,0.35
0,1,2,1,28,3.6,0,0.5,3.5,0.5,0.5,6000,0.41
1,2,1,2,30,1.1,1,1.0,1.5,2.0,0.5,4000,0.52
0,2,2,1,27,3.9,1,0.5,2.5,0.5,4.0,5000,0.44
2,1,2,1,28,1.4,1,4.0,2.5,3.0,1.0,5000,0.45
1,2,2,1,31,1.5,0,1.0,1.5,0.5,0.5,1000,0.57
1,1,2,2,27,1.4,1,0.5,3.5,1.0,1.0,6000,0.39
0,2,1,1,31,0.1,0,3.0,3.5,2.0,2.0,1000,0.4
0,1,1,2,30,0.6,0,0.5,1.0,4.0,0.5,4000,0.32
0,1,2,1,31,4.5,0,3.0,3.5,3.0,2.0,6000,0.42
0,1,1,1,28,1.4,0,0.5,2.5,0.5,0.5,4000,0.3
0,1,1,1,28,1.0,1,2.0,3.5,2.0,4.0,2000,0.33
0,1,2,1,31,4.5,0,0.5,0.5,3.0,2.0,3000,0.32
1,1,1,2,28,1.2,1,0.5,1.0,0.5,1.0,2000,0.42
0,1,1,1,28,2.7,0,4.0,1.5,2.0,1.0,6000,0.58
1,1,1,2,27,3.9,1,0.5,0.5,0.5,2.0,5000,0.3
1,2,1,1,29,2.8,0,4.0,1.5,0.5,3.0,1000,0.41
0,2,1,1,27,3.0,0,0.5,2.5,1.0,2.0,2000,0.46
0,1,1,1,28,0.4,0,1.0,1.5,0.5,4.0,4000,0.42
1,1,2,2,28,2.7,0,4.0,4.5,3.0,0.5,4000,0.53
1,1,1,2,28,2.1,0,0.5,3.5,1.0,0.5,4000,0.32
0,1,1,1,30,1.3,0,3.0,0.5,4.0,1.0,3000,0.58
0,1,1,1,28,0.5,1,1.0,2.5,2.0,4.0,5000,0.45
1,1,2,2,27,2.6,0,0.5,4.5,3.0,0.5,1000,0.5
1,1,1,2,30,1.6,1,3.0,2.5,2.0,0.5,1000,0.42
1,1,1,1,29,1.0,0,0.5,0.5,4.0,3.0,1000,0.38
1,1,2,2,30,3.7,1,0.5,2.5,0.5,0.5,1000,0.3
0,1,2,1,27,4.3,0,4.0,2.5,0.5,2.0,4000,0.34
0,1,1,1,30,3.5,1,3.0,2.5,0.5,1.0,2000,0.51
2,1,1,1,30,2.0,0,3.0,1.0,0.5,0.5,6000,0.46
2,2,1,1,31,0.8,0,1.0,3.5,0.5,2.0,1000,0.48
1,1,2,1,28,3.8,1,0.5,0.5,3.0,0.5,5000,0.56
0,1,2,1,31,0.3,1,2.0,1.0,2.0,1.0,3000,0.31
1,1,1,1,27,4.7,0,3.0,1.0,4.0,4.0,2000,0.34
1,1,2,1,31,0.5,0,1.0,1.0,3.0,0.5,3000,0.41
1,1,1,1,27,4.1,0,0.5,2.5,4.0,0.5,6000,0.36
1,1,1,2,27,1.5,1,4.0,1.0,0.5,0.5,3000,0.4
1,1,1,2,27,0.0,1,0.5,2.5,2.0,0.5,1000,0.28
1,1,2,1,31,2.1,0,0.5,3.5,3.0,0.5,4000,0.36
1,1,1,1,30,1.6,1,0.5,4.5,1.0,2.0,4000,0.44
0,2,1,1,28,4.3,1,0.5,0.5,0.5,0.5,5000,0.3
0,1,1,1,28,4.4,0,0.5,1.0,0.5,3.0,3000,0.49
2,1,1,1,28,3.9,1,2.0,4.5,0.5,0.5,6000,0.37
1,1,1,2,29,1.6,0,0.5,2.5,0.5,1.0,3000,0.57
0,2,1,1,30,2.8,0,1.0,2.5,1.0,2.0,1000,0.48
0,1,1,1,30,2.6,0,4.0,3.5,0.5,4.0,1000,0.55
1,1,1,1,31,0.7,1,2.0,1.0,3.0,0.5,2000,0.43
0,1,1,2,31,0.7,0,4.0,1.0,0.5,2.0,1000,0.57
1,2,1,2,27,1.6,0,4.0,1.0,0.5,0.5,4000,0.52
2,2,1,1,28,0.8,0,4.0,1.0,1.0,1.0,6000,0.47
1,1,2,1,31,1.7,0,0.5,0.5,0.5,4.0,4000,0.46
1,1,1,1,28,4.6,0,0.5,0.5,1.0,2.0,2000,0.56
2,1,2,1,31,0.6,1,0.5,4.5,1.0,0.5,6000,0.54
0,1,1,1,31,3.5,1,0.5,0.5,1.0,1.0,4000,0.56
0,2,1,1,31,1.9,1,0.5,1.0,3.0,0.5,3000,0.33
0,2,1,2,28,1.0,0,4.0,2.5,0.5,0.5,2000,0.34
0,1,1,2,31,3.2,1,2.0,1.0,4.0,1.0,3000,0.54
2,1,2,1,27,2.9,1,0.5,4.5,0.5,0.5,1000,0.34
0,2,1,1,30,4.1,1,3.0,3.5,0.5,0.5,4000,0.52
0,1,1,1,29,0.5,0,1.0,0.5,4.0,3.0,2000,0.36
2,2,1,2,28,1.4,1,0.5,2.5,2.0,0.5,3000,0.32
2,1,1,2,27,3.5,0,3.0,1.0,0.5,0.5,3000,0.42
0,1,1,1,27,0.9,1,0.5,1.0,0.5,0.5,1000,0.39
0,1,1,1,29,4.7,0,0.5,1.0,0.5,1.0,3000,0.41
1,2,1,1,31,4.2,1,0.5,0.5,1.0,4.0,1000,0.3
1,2,2,1,27,4.9,1,2.0,1.0,1.0,4.0,1000,0.41
2,2,2,2,31,0.9,1,1.0,2.5,3.0,3.0,1000,0.4
0,1,1,1,31,1.0,1,3.0,0.5,0.5,1.0,6000,0.47
0,1,1,2,29,0.5,0,2.0,1.5,0.5,4.0,4000,0.44
0,1,1,2,31,4.5,0,4.0,2.5,4.0,4.0,1000,0.4
0,1,1,1,27,2.7,1,1.0,4.5,4.0,0.5,4000,0.31
1,1,1,1,31,4.7,0,1.0,1.0,0.5,1.0,2000,0.42
1,2,2,1,28,1.8,0,4.0,0.5,2.0,2.0,5000,0.29
2,2,1,1,29,4.4,0,4.0,0.5,2.0,0.5,4000,0.35
1,1,1,1,31,3.1,0,0.5,1.0,3.0,0.5,3000,0.5
1,1,1,1,31,4.3,1,2.0,4.5,0.5,1.0,1000,0.52
0,2,2,1,31,1.6,0,4.0,4.5,4.0,4.0,4000,0.37
0,1,1,1,30,2.4,1,4.0,1.0,0.5,4.0,5000,0.52
0,1,1,1,29,4.3,1,0.5,2.5,0.5,1.0,3000,0.35
1,1,1,1,30,0.9,0,0.5,4.5,4.0,4.0,4000,0.55
1,1,1,1,29,0.8,0,4.0,3.5,3.0,2.0,5000,0.39
2,1,2,2,28,3.9,0,3.0,1.0,0.5,1.0,6000,0.34
0,1,1,1,31,3.0,1,0.5,4.5,3.0,0.5,3000,0.37
0,1,2,1,28,0.3,0,1.0,0.5,4.0,3.0,3000,0.28
0,1,1,2,31,3.0,1,0.5,4.5,0.5,2.0,6000,0.44
0,1,2,2,28,1.5,1,0.5,1.0,4.0,2.0,5000,0.54
0,2,1,1,28,5.0,1,0.5,0.5,0.5,0.5,5000,0.46
1,1,2,1,28,1.4,0,0.5,2.5,4.0,3.0,4000,0.36
2,1,1,1,27,1.6,0,1.0,4.5,0.5,0.5,5000,0.38
0,1,1,1,30,2.1,1,0.5,1.0,4.0,3.0,4000,0.57
1,2,1,2,30,1.0,0,0.5,3.5,1.0,0.5,2000,0.4
1,1,1,2,27,1.9,0,1.0,0.5,4.0,0.5,4000,0.52
2,2,1,1,31,4.5,1,0.5,0.5,0.5,1.0,3000,0.35
1,2,2,2,31,0.8,1,0.5,1.0,0.5,0.5,5000,0.42
1,2,1,2,30,3.8,0,3.0,1.5,0.5,0.5,6000,0.57
0,1,2,1,29,2.5,0,0.5,1.5,0.5,4.0,4000,0.48
0,2,1,1,28,4.8,0,3.0,4.5,2.0,1.0,2000,0.44
0,1,1,1,28,4.4,0,4.0,2.5,1.0,3.0,2000,0.55
1,1,1,2,31,4.0,0,0.5,0.5,2.0,3.0,5000,0.29
0,1,2,1,29,3.7,0,2.0,4.5,0.5,0.5,3000,0.33
0,1,2,1,31,0.8,1,0.5,1.5,4.0,4.0,5000,0.29
0,1,1,1,27,2.7,1,2.0,1.0,3.0,3.0,2000,0.45
1,1,1,1,31,1.8,1,1.0,2.5,2.0,0.5,5000,0.42
0,2,1,2,27,2.0,0,0.5,1.5,4.0,0.5,3000,0.39
0,1,1,1,28,3.6,1,2.0,2.5,3.0,1.0,6000,0.43
1,1,2,2,30,0.8,0,4.0,0.5,4.0,0.5,3000,0.44
2,1,1,1,27,1.9,1,0.5,1.0,1.0,3.0,6000,0.33
1,1,1,1,27,0.4,0,3.0,1.5,1.0,3.0,4000,0.39
0,2,1,2,28,4.7,0,4.0,1.0,0.5,0.5,3000,0.32
2,1,1,1,30,4.8,0,0.5,1.0,2.0,1.0,3000,0.44
1,1,1,1,28,3.7,0,4.0,1.5,3.0,0.5,5000,0.46
0,1,1,1,30,1.5,1,1.0,1.0,0.5,4.0,2000,0.36
1,2,2,2,30,0.1,0,1.0,2.5,0.5,2.0,3000,0.47
2,1,1,1,29,2.2,1,3.0,1.0,0.5,3.0,5000,0.48
0,2,2,1,31,1.0,1,0.5,2.5,3.0,0.5,6000,0.36
1,1,1,1,27,0.6,1,0.5,4.5,0.5,0.5,1000,0.4
2,2,2,2,30,2.0,1,0.5,1.5,2.0,4.0,5000,0.34
1,2,1,2,28,4.0,1,4.0,2.5,1.0,0.5,4000,0.29
1,1,1,1,30,2.3,0,4.0,1.5,0.5,0.5,1000,0.57
1,1,1,1,28,2.2,0,2.0,3.5,3.0,1.0,5000,0.57
1,2,1,2,30,4.4,0,2.0,0.5,0.5,0.5,5000,0.51
1,1,1,1,29,3.2,1,4.0,1.0,3.0,1.0,2000,0.46
0,2,1,2,28,0.1,1,0.5,3.5,3.0,0.5,4000,0.4
1,1,1,1,31,2.3,1,4.0,1.5,4.0,2.0,5000,0.38
1,1,1,2,31,4.3,0,2.0,1.5,1.0,0.5,3000,0.36
0,2,2,1,31,1.1,0,0.5,1.5,0.5,0.5,6000,0.57
0,1,2,1,28,4.3,1,0.5,3.5,2.0,3.0,2000,0.48
0,1,1,1,27,4.4,0,0.5,0.5,4.0,0.5,2000,0.29
0,2,2,1,30,4.3,1,0.5,1.0,0.5,2.0,6000,0.53
0,1,1,1,30,1.2,0,2.0,0.5,2.0,3.0,4000,0.57
0,1,1,2,28,2.3,1,0.5,0.5,3.0,0.5,2000,0.51
1,1,2,1,31,2.9,0,0.5,1.0,0.5,1.0,2000,0.43
1,1,1,1,30,1.7,0,3.0,0.5,3.0,0.5,1000,0.5
1,1,1,1,27,2.2,0,0.5,1.5,0.5,0.5,5000,0.4
1,2,1,1,30,4.0,0,1.0,1.5,0.5,2.0,1000,0.38
1,2,1,1,27,1.6,1,0.5,1.0,2.0,2.0,6000,0.57
1,2,1,1,28,0.5,1,0.5,1.5,0.5,4.0,1000,0.35
1,1,1,1,28,4.7,1,0.5,1.5,2.0,4.0,5000,0.33
0,2,1,1,29,2.6,0,3.0,3.5,0.5,1.0,1000,0.5
0,2,2,1,27,4.5,1,4.0,2.5,4.0,0.5,4000,0.45
1,1,1,1,31,4.7,0,0.5,0.5,0.5,0.5,3000,0.54
1,1,1,1,28,2.4,1,3.0,1.0,3.0,0.5,2000,0.58
1,2,2,1,31,1.0,0,3.0,3.5,1.0,3.0,4000,0.4
0,1,1,1,27,1.5,1,3.0,0.5,0.5,2.0,4000,0.57
0,1,1,2,30,4.5,1,0.5,1.5,0.5,3.0,6000,0.48
0,2,1,1,28,1.3,1,0.5,1.0,1.0,0.5,5000,0.55
1,1,2,1,30,1.2,0,0.5,1.5,3.0,0.5,5000,0.37
0,1,1,2,30,3.1,0,0.5,4.5,4.0,0.5,6000,0.46
0,1,1,2,30,0.3,0,3.0,0.5,0.5,1.0,2000,0.46
0,2,1,1,31,3.6,0,0.5,4.5,1.0,3.0,6000,0.44
2,1,1,1,28,1.9,1,4.0,3.5,4.0,0.5,6000,0.39
1,1,1,2,29,0.5,1,2.0,3.5,0.5,1.0,1000,0.53
1,2,2,1,31,2.7,1,0.5,2.5,0.5,4.0,5000,0.41
2,1,1,1,28,4.1,0,3.0,1.0,3.0,1.0,2000,0.56
0,2,1,2,27,0.6,0,3.0,3.5,0.5,2.0,1000,0.48
1,2,1,1,27,1.6,0,2.0,1.5,0.5,4.0,6000,0.34
0,1,1,2,30,4.8,1,1.0,4.5,0.5,3.0,1000,0.57
2,1,1,1,27,3.6,1,0.5,1.0,3.0,0.5,6000,0.55
0,2,1,1,30,1.1,1,1.0,4.5,0.5,0.5,3000,0.44
1,1,1,1,30,0.2,1,1.0,1.0,0.5,0.5,3000,0.56
2,2,1,1,27,1.4,0,2.0,4.5,0.5,0.5,6000,0.57
2,1,1,1,29,1.2,1,4.0,1.0,2.0,3.0,6000,0.58
