0.5,0,29,12,0,2,0,31,9,0
0.5,1,21,0,2,2,0,17,27,1
1.0,1,27,10,1,0,0,15,13,0
0.5,1,26,9,0,1,0,49,23,1
0.5,0,25,9,2,2,0,23,41,0
1.0,0,24,17,4,0,0,5,32,1
0.5,1,28,17,2,1,3,1,12,0
1.0,0,28,11,2,0,1,11,40,0
1.0,1,28,9,2,2,0,47,36,2
0.5,0,26,4,4,2,0,33,12,2
0.5,0,25,11,0,1,3,33,27,0
1.0,1,28,9,2,0,1,21,20,1
1.0,0,27,16,3,1,2,30,32,1
0.5,1,27,0,2,2,0,49,18,2
0.5,0,21,2,0,1,1,26,47,0
0.5,1,27,13,3,3,0,5,6,0
1.0,0,25,2,4,1,1,15,10,2
0.5,0,27,12,4,0,0,10,35,1
0.5,1,27,7,4,3,1,21,14,2
0.5,1,22,8,4,3,0,19,19,0
0.5,1,21,8,1,2,0,4,13,2
0.5,1,21,14,2,0,2,29,17,2
1.0,1,23,15,3,1,0,19,6,0
0.5,1,26,10,1,0,2,46,41,0
0.5,1,23,14,2,2,3,46,32,0
0.5,1,26,18,3,0,2,46,18,2
1.0,0,22,11,1,3,1,50,37,1
0.5,1,24,12,2,0,0,24,27,0
0.5,0,29,8,1,0,0,21,14,1
0.5,1,23,5,0,1,1,26,27,1
0.5,0,22,15,2,1,1,26,47,0
1.0,1,26,12,0,3,0,17,33,1
1.0,0,28,11,0,0,2,36,8,2
0.5,1,27,2,3,3,2,44,30,0
0.5,0,27,7,2,0,2,4,43,0
0.5,1,25,0,0,1,2,20,40,0
0.5,0,25,2,3,3,1,32,25,2
1.0,1,27,0,2,3,1,24,25,1
0.5,1,29,8,0,1,0,5,42,0
0.5,0,20,7,2,0,2,7,15,1
0.5,1,20,14,4,3,2,18,27,2
0.5,1,28,14,3,0,1,29,6,0
0.5,0,22,3,4,1,1,39,11,1
0.5,1,25,5,2,2,0,19,14,1
0.5,0,23,13,0,3,1,4,25,0
0.5,0,22,8,2,3,0,46,0,2
0.5,1,24,5,2,1,1,7,21,0
1.0,0,28,7,4,2,2,8,12,1
0.5,1,23,6,2,0,0,50,7,0
0.5,1,21,6,4,3,2,33,28,1
0.5,1,20,16,0,2,2,36,41,2
0.5,0,20,15,2,1,2,13,7,1
1.0,1,23,14,0,1,0,50,5,0
0.5,0,24,17,4,0,0,42,32,1
1.0,1,27,5,1,0,0,15,26,1
0.5,0,22,18,4,0,1,35,14,1
0.5,1,21,1,2,0,3,10,24,0
1.0,0,22,5,0,2,2,32,16,2
0.5,0,26,16,2,0,1,6,23,2
0.5,1,28,4,1,0,0,44,14,0
0.5,1,27,8,1,3,0,24,24,0
1.0,0,24,7,0,2,0,50,15,1
0.5,0,20,2,2,0,3,37,24,2
0.5,1,21,18,3,3,1,20,13,2
1.0,1,24,17,2,0,1,50,13,1
0.5,1,29,15,4,0,0,2,41,2
1.0,0,28,8,1,3,1,37,25,0
0.5,0,20,10,2,1,0,26,27,1
0.5,0,27,7,1,0,2,17,40,0
0.5,0,24,0,2,3,0,35,36,0
1.0,0,22,6,4,0,0,44,15,2
0.5,1,25,17,1,0,2,4,26,2
0.5,1,20,2,2,1,0,17,36,1
0.5,0,22,16,2,0,0,16,13,1
0.5,1,24,18,2,2,3,31,42,1
1.0,0,29,6,3,1,0,50,46,1
0.5,1,28,4,0,0,0,37,38,2
1.0,0,21,6,2,0,0,6,38,2
0.5,0,23,13,2,0,0,7,45,2
0.5,1,28,1,3,2,2,31,10,1
0.5,0,20,5,4,0,0,10,0,2
1.0,1,24,8,3,2,3,19,37,0
0.5,0,26,17,3,0,0,5,32,1
1.0,0,29,4,1,1,1,3,15,0
0.5,0,20,17,4,3,0,42,5,0
0.5,0,27,5,1,1,0,48,4,2
0.5,1,26,7,3,2,0,48,2,2
0.5,1,23,4,1,3,0,24,3,0
0.5,1,29,1,1,1,1,7,17,1
1.0,1,20,10,3,0,0,9,40,1
1.0,1,20,14,3,1,1,45,5,2
0.5,0,26,15,0,0,0,30,40,0
0.5,0,20,2,4,2,1,36,39,2
0.5,1,29,13,4,2,0,47,41,0
1.0,1,26,3,3,2,3,0,12,0
1.0,0,25,17,4,1,1,48,12,1
0.5,0,22,13,0,2,0,11,10,1
0.5,0,29,14,3,1,1,6,7,1
0.5,1,28,9,4,0,1,19,36,2
1.0,0,24,6,3,2,3,31,13,1
1.0,0,24,5,3,0,3,43,26,2
0.5,0,26,7,1,3,0,17,31,1
0.5,0,21,6,0,3,2,29,5,0
1.0,1,29,7,1,1,0,21,32,0
1.0,0,26,15,4,0,1,47,12,2
1.0,0,27,16,1,2,3,29,20,2
1.0,0,29,17,0,3,2,36,37,2
0.5,1,27,2,2,1,0,7,3,1
0.5,1,26,14,0,0,1,3,15,1
0.5,1,28,6,2,0,2,49,28,0
1.0,1,21,18,2,1,3,30,11,0
0.5,1,20,3,2,0,0,43,47,2
0.5,1,24,0,4,0,0,29,4,1
0.5,0,28,0,3,1,2,34,21,1
0.5,1,20,11,2,2,3,50,22,2
1.0,1,20,18,1,1,0,25,4,1
0.5,0,26,13,0,0,1,25,28,2
0.5,0,24,8,3,0,0,23,4,0
0.5,0,25,18,2,0,0,40,35,1
0.5,1,25,6,1,0,1,15,21,0
0.5,0,24,14,4,0,1,9,24,2
1.0,1,22,3,0,1,1,49,11,0
1.0,0,26,8,2,3,0,49,30,0
0.5,0,27,4,1,3,1,41,36,1
0.5,1,26,10,0,1,0,46,11,0
0.5,1,26,12,4,1,0,1,45,2
0.5,0,26,10,1,2,1,20,11,0
0.5,1,27,14,4,3,0,25,23,0
1.0,0,29,16,4,3,1,43,24,2
0.5,0,25,9,2,0,3,37,2,1
1.0,0,27,4,4,3,1,7,39,2
0.5,1,20,4,3,1,2,37,44,0
0.5,1,20,0,2,1,3,25,24,2
0.5,0,25,17,3,2,1,14,37,1
1.0,0,26,12,2,2,2,42,1,0
0.5,1,29,5,1,0,3,12,7,2
1.0,0,21,13,2,0,1,39,10,1
0.5,1,23,13,3,3,0,24,44,2
1.0,0,27,5,0,3,1,7,20,2
0.5,1,24,12,3,3,3,13,20,0
1.0,1,24,14,3,3,1,43,13,2
1.0,1,26,15,2,3,0,18,47,1
1.0,0,21,3,0,1,2,15,41,2
0.5,1,20,16,1,0,0,50,46,0
1.0,1,21,6,3,1,1,44,45,0
0.5,0,28,16,1,0,0,18,35,2
1.0,1,28,6,0,0,1,20,35,2
0.5,1,27,3,0,2,1,11,19,2
1.0,1,28,15,0,0,3,19,29,2
1.0,0,23,18,3,1,0,34,26,0
1.0,0,22,14,4,0,1,33,6,2
0.5,1,24,2,1,3,3,47,21,1
1.0,0,22,1,1,1,0,44,3,1
1.0,0,24,4,0,0,1,32,12,2
1.0,1,22,5,0,0,1,12,11,1
1.0,0,27,16,2,0,1,41,2,2
0.5,0,24,4,2,1,1,43,4,2
0.5,1,20,17,4,1,1,4,28,1
0.5,1,25,14,4,3,2,6,45,1
0.5,1,26,16,2,1,0,42,25,1
1.0,1,20,1,0,1,0,33,39,1
0.5,1,28,9,2,0,0,21,29,2
0.5,1,27,17,4,0,0,37,4,1
1.0,1,25,18,1,0,1,34,7,2
0.5,1,28,15,2,3,2,2,19,2
1.0,1,29,0,4,1,3,40,33,0
0.5,0,25,0,0,1,0,20,22,1
0.5,1,29,15,0,1,1,34,21,0
0.5,1,23,7,1,3,0,1,42,0
0.5,0,28,12,4,1,0,49,46,2
0.5,0,21,1,4,2,0,50,17,0
1.0,0,29,3,1,0,1,20,36,1
1.0,1,21,13,2,1,2,41,4,2
1.0,0,27,17,4,0,2,39,47,1
1.0,0,26,13,3,1,0,15,17,0
0.5,1,26,10,1,3,1,19,28,0
0.5,1,20,17,3,1,0,49,14,1
1.0,0,25,2,1,3,0,2,36,2
0.5,0,22,17,1,2,1,1,16,2
0.5,1,26,17,3,0,0,22,40,0
0.5,1,20,3,1,0,2,8,15,1
1.0,0,23,12,2,0,2,20,45,2
1.0,1,25,8,2,1,0,50,5,2
1.0,1,23,5,3,2,0,0,15,2
0.5,0,28,13,3,0,0,22,19,1
0.5,0,28,10,4,1,1,0,16,1
1.0,1,24,1,2,1,1,24,12,1
0.5,1,20,0,3,0,0,7,0,0
0.5,0,27,1,4,0,1,7,38,1
1.0,0,22,18,0,0,0,34,40,0
0.5,1,28,13,4,1,0,13,43,0
0.5,1,24,12,3,0,3,10,37,2
1.0,0,21,10,0,3,1,7,0,0
0.5,0,24,10,0,3,2,11,29,0
1.0,1,20,13,1,2,0,5,41,1
1.0,1,27,1,4,0,0,33,32,0
1.0,0,26,8,3,3,0,45,41,2
0.5,0,25,7,2,1,0,43,41,1
0.5,0,27,13,1,3,0,43,38,1
1.0,0,28,7,1,3,1,39,18,1
1.0,0,25,8,3,0,0,9,32,0
0.5,1,24,3,3,0,1,34,46,2
0.5,1,22,1,0,0,0,0,21,2
0.5,0,26,2,1,1,0,25,24,1
0.5,0,20,14,4,0,0,0,0,0
1.0,1,25,8,3,0,0,38,35,2
1.0,1,24,14,4,1,0,11,25,1
1.0,0,28,8,1,0,3,14,46,2
0.5,1,29,13,3,1,0,6,26,1
0.5,1,26,3,2,0,2,6,4,0
0.5,0,28,3,1,0,1,13,37,1
0.5,1,21,6,1,3,0,16,22,1
0.5,0,27,2,4,0,2,22,40,2
0.5,1,23,0,1,2,1,34,44,2
0.5,0,28,11,2,2,0,20,19,2
0.5,0,24,16,2,0,1,10,23,0
0.5,0,25,18,0,0,1,49,17,1
0.5,0,22,13,3,2,0,50,38,0
0.5,1,22,18,4,3,0,17,39,0
0.5,0,22,7,4,3,2,39,21,2
0.5,0,28,8,2,0,0,8,40,0
0.5,0,29,2,4,0,0,25,34,0
1.0,1,24,7,4,0,2,40,24,1
1.0,0,21,6,4,1,3,31,4,1
0.5,0,25,6,2,1,0,30,12,0
1.0,0,20,4,1,0,2,41,7,0
0.5,0,28,8,2,2,0,21,2,1
0.5,0,25,5,2,0,2,9,42,0
0.5,0,21,17,0,3,3,43,18,1
0.5,0,28,7,4,0,0,11,13,2
1.0,0,25,13,1,1,1,38,0,0
1.0,0,24,2,3,1,2,5,31,2
0.5,0,28,8,0,0,0,43,7,1
1.0,1,21,9,4,1,0,30,11,0
0.5,0,24,11,1,0,0,25,23,1
0.5,1,20,4,0,1,0,6,11,2
0.5,1,20,1,2,3,0,26,40,2
0.5,0,22,18,3,0,0,35,32,2
0.5,0,23,16,4,1,0,0,30,2
0.5,1,29,6,4,2,2,15,11,0
0.5,1,26,8,2,2,0,45,29,2
0.5,1,22,3,3,0,0,17,38,2
0.5,1,29,10,3,2,3,27,12,2
0.5,1,20,16,3,0,0,3,14,1
1.0,0,29,13,3,1,3,16,20,2
0.5,0,24,11,1,2,1,44,42,0
1.0,1,26,7,0,2,1,39,16,2
0.5,0,21,2,2,1,0,2,47,0
1.0,1,24,16,4,1,0,30,13,1
0.5,0,28,7,4,3,0,17,22,1
0.5,0,20,8,4,1,3,39,18,0
0.5,0,29,14,3,2,2,23,14,1
1.0,1,26,16,3,2,1,36,33,1
1.0,0,23,3,1,1,0,30,17,0
0.5,1,28,17,0,0,1,17,40,1
0.5,1,21,11,4,1,3,7,20,1
1.0,1,20,12,1,3,0,23,4,0
0.5,1,25,15,0,0,2,48,1,1
1.0,0,24,12,2,1,1,34,38,0
0.5,0,27,14,3,2,0,44,45,0
0.5,1,20,4,2,0,0,12,2,1
0.5,0,22,15,1,1,0,21,33,0
0.5,0,24,1,4,1,3,40,5,1
1.0,0,26,6,1,0,0,14,31,2
0.5,1,22,3,1,0,0,5,41,2
0.5,1,21,6,0,1,1,45,22,1
0.5,1,23,5,0,1,2,14,10,2
0.5,0,24,7,1,2,2,22,43,2
0.5,1,29,2,1,0,0,45,32,1
1.0,0,22,9,4,1,2,15,33,0
1.0,0,22,1,0,0,1,12,19,1
0.5,0,20,18,1,0,0,2,15,2
0.5,0,28,10,0,1,1,22,11,2
0.5,0,23,13,0,3,1,4,19,1
0.5,0,21,18,0,0,0,5,17,0
1.0,1,26,17,2,2,0,30,4,1
0.5,0,26,1,4,0,0,1,23,2
0.5,0,23,11,1,0,0,21,29,0
0.5,0,23,14,4,0,0,34,3,0
1.0,0,27,18,1,0,1,19,25,2
0.5,1,28,1,3,1,0,31,46,0
1.0,0,21,3,0,0,0,3,34,0
0.5,0,29,10,2,1,3,18,12,0
1.0,0,29,3,2,3,1,19,0,0
1.0,0,20,7,1,1,0,49,31,0
1.0,1,24,3,0,0,0,33,5,0
0.5,1,22,10,0,3,0,30,11,1
1.0,1,21,2,2,1,0,44,28,1
0.5,0,26,1,3,2,1,3,29,1
0.5,0,27,10,2,0,2,32,42,1
0.5,0,21,3,1,1,0,32,6,1
0.5,0,23,7,2,0,0,41,20,0
0.5,0,27,8,2,3,0,38,21,1
0.5,1,21,16,4,1,3,31,14,1
1.0,1,28,6,4,0,3,45,24,2
0.5,1,23,0,4,0,0,19,47,1
1.0,0,27,13,3,0,0,45,23,0
1.0,1,26,2,3,0,1,17,30,1
0.5,1,21,0,0,1,0,33,13,2
1.0,1,28,15,3,0,0,41,19,2
0.5,0,27,0,4,0,0,5,29,2
1.0,0,23,18,4,1,2,24,3,0
0.5,0,25,7,3,0,0,40,11,0
1.0,0,24,5,2,1,3,9,30,2
1.0,0,26,13,4,0,1,12,23,0
0.5,0,25,18,3,2,1,22,39,1
1.0,1,21,6,2,0,2,15,37,2
0.5,1,27,3,2,1,0,28,20,0
0.5,0,27,3,2,1,0,17,28,0
0.5,0,22,11,0,0,2,47,23,0
0.5,1,24,15,2,0,2,3,36,2
0.5,1,20,7,4,0,2,30,33,2
0.5,0,23,3,0,1,0,44,19,1
0.5,1,23,10,4,1,0,37,0,1
0.5,1,23,8,3,1,2,18,46,2
1.0,1,20,16,4,0,1,49,40,2
1.0,1,22,13,4,0,0,10,31,2
0.5,0,27,2,1,0,2,19,17,1
0.5,0,22,4,2,0,2,42,46,1
1.0,0,26,10,4,0,0,8,40,0
0.5,1,28,0,1,3,0,33,47,1
1.0,0,22,2,1,0,0,44,6,1
0.5,1,22,14,4,1,0,22,30,2
0.5,1,20,15,3,1,0,43,22,0
0.5,0,29,5,0,0,1,22,0,2
0.5,1,21,4,0,1,0,5,34,2
0.5,0,29,12,0,1,1,7,22,1
0.5,1,23,12,2,1,2,47,15,0
0.5,1,29,10,2,0,1,15,27,1
0.5,0,25,10,0,2,0,49,32,2
0.5,1,20,1,4,0,3,34,41,2
1.0,0,24,1,0,3,0,37,19,1
0.5,0,28,15,2,2,2,26,38,2
0.5,1,24,8,3,0,0,49,4,1
0.5,1,21,9,2,1,1,15,15,2
0.5,0,22,11,1,3,3,4,11,1
0.5,0,25,3,4,0,0,44,3,2
0.5,0,29,16,2,3,0,16,33,0
0.5,1,22,13,1,0,1,19,29,2
0.5,1,20,6,2,0,1,39,47,0
0.5,1,21,11,1,1,1,0,0,1
0.5,0,25,1,2,1,1,49,27,1
1.0,1,28,12,0,3,2,33,24,2
0.5,1,26,12,3,0,0,2,40,1
0.5,1,20,2,4,1,0,28,6,2
1.0,1,22,8,4,3,1,45,31,2
0.5,0,29,16,3,0,0,18,31,2
0.5,0,25,13,0,1,3,1,16,1
1.0,1,22,4,1,0,1,3,46,0
1.0,1,28,17,4,0,2,30,12,2
0.5,0,21,4,0,0,3,50,20,0
0.5,0,24,13,1,0,3,33,40,0
0.5,1,21,18,0,1,2,33,0,0
1.0,1,29,8,1,2,0,0,47,1
0.5,0,21,17,0,0,0,23,7,0
0.5,1,25,5,4,2,1,16,35,1
1.0,1,28,14,1,0,2,12,16,0
1.0,0,29,5,0,1,0,26,30,2
0.5,0,26,17,1,0,0,42,15,1
0.5,1,23,17,1,1,0,4,25,2
0.5,0,21,6,3,2,3,12,40,2
0.5,0,21,17,3,1,1,25,22,0
0.5,1,23,10,0,2,0,50,15,1
0.5,0,28,12,2,0,3,5,1,2
1.0,1,22,18,0,0,1,28,29,1
1.0,0,20,17,1,3,1,27,15,2
0.5,1,27,0,1,1,0,43,25,2
1.0,1,27,3,3,1,2,26,42,1
0.5,1,28,15,1,0,3,14,20,1
0.5,0,27,16,0,0,0,25,27,0
1.0,0,22,15,0,2,0,31,45,2
1.0,0,27,13,3,2,0,4,43,1
1.0,0,25,15,3,1,2,8,34,2
0.5,1,21,6,2,0,1,48,21,1
0.5,0,21,10,3,2,0,49,13,2
0.5,0,26,17,2,1,3,40,36,0
0.5,1,23,6,0,1,0,43,29,0
0.5,0,22,18,2,1,0,42,47,2
0.5,1,25,2,4,0,2,50,32,0
0.5,0,23,16,2,0,1,19,25,1
0.5,1,25,8,4,3,1,36,31,0
0.5,1,25,8,1,0,1,22,21,1
0.5,1,25,10,4,0,0,13,25,2
1.0,1,24,16,2,0,0,23,42,2
0.5,1,23,16,0,0,0,11,6,1
1.0,0,26,11,2,2,0,4,0,2
0.5,1,21,6,1,2,0,26,12,2
0.5,1,21,18,3,1,0,6,8,1
0.5,0,28,4,0,1,1,12,38,1
1.0,1,29,18,3,0,0,38,6,1
1.0,0,20,8,1,0,1,47,22,2
0.5,1,25,15,1,0,2,5,40,2
1.0,1,27,6,0,0,0,36,38,0
0.5,1,24,12,4,1,0,3,11,2
0.5,0,24,5,3,1,1,33,39,0
0.5,0,25,9,2,2,0,8,40,2
0.5,1,21,12,3,1,1,9,33,2
0.5,0,26,5,0,3,1,16,40,2
0.5,1,27,2,0,2,0,37,40,0
0.5,1,23,12,1,1,3,45,26,0
0.5,1,29,18,4,0,0,20,8,2
0.5,0,25,9,3,0,0,1,22,2
1.0,1,21,2,4,0,2,45,7,2
1.0,0,25,16,3,0,0,31,19,0
0.5,1,27,7,4,0,2,20,10,1
1.0,0,22,5,1,3,1,42,2,0
0.5,0,21,7,3,0,2,10,45,2
0.5,1,22,17,4,0,0,26,18,0
0.5,1,22,10,1,3,0,30,31,1
0.5,0,23,10,0,2,0,40,18,1
0.5,0,28,2,3,1,0,42,42,0
0.5,1,21,10,0,0,0,44,3,2
1.0,0,26,0,2,0,0,37,29,0
1.0,0,27,14,0,0,3,44,28,1
0.5,0,21,8,2,1,1,20,17,0
0.5,0,27,8,4,2,0,29,32,2
0.5,1,24,12,0,3,0,37,27,1
0.5,1,29,8,0,1,0,41,17,0
0.5,0,21,18,3,0,1,9,40,1
0.5,1,22,7,1,3,0,47,28,1
1.0,1,29,15,2,0,0,48,25,1
1.0,0,26,15,2,0,1,38,23,2
0.5,1,24,5,1,0,0,24,9,2
0.5,0,28,1,3,0,0,17,32,0
1.0,0,22,3,4,1,1,13,17,0
1.0,0,26,12,2,3,0,44,24,1
0.5,0,25,10,1,0,3,3,14,2
1.0,1,28,17,4,1,0,38,33,1
0.5,1,24,16,4,2,2,30,1,2
0.5,0,27,10,4,1,0,15,32,2
1.0,1,28,6,3,1,0,23,34,2
1.0,1,23,16,4,0,0,7,17,1
0.5,0,23,9,2,0,3,49,34,1
0.5,0,24,2,3,1,0,24,45,2
1.0,1,24,16,4,2,3,13,27,2
0.5,1,29,10,2,1,1,22,40,2
1.0,0,27,18,0,2,1,46,13,0
1.0,0,28,1,3,2,0,30,16,1
1.0,1,20,7,2,3,0,22,40,2
0.5,1,23,15,0,1,0,43,26,1
0.5,0,26,17,0,3,0,41,39,1
1.0,0,23,3,3,0,1,8,44,0
0.5,0,29,18,4,0,1,41,10,2
1.0,0,21,13,4,1,0,40,28,0
0.5,1,20,18,2,2,0,26,10,0
0.5,0,22,10,4,2,3,47,13,0
1.0,0,26,18,3,1,1,5,41,0
1.0,1,26,1,1,3,3,43,7,2
0.5,1,25,5,3,2,3,48,44,0
0.5,1,23,5,4,0,1,26,21,1
1.0,1,20,15,4,0,2,44,6,2
1.0,1,29,8,0,0,2,41,15,1
1.0,1,25,12,4,3,0,34,7,1
1.0,0,25,13,4,1,1,30,47,0
0.5,0,27,9,4,3,3,34,20,1
0.5,0,26,6,4,0,0,30,41,2
1.0,1,21,0,4,0,3,26,33,0
0.5,0,24,11,2,1,0,37,46,1
1.0,0,22,1,2,2,0,16,1,0
0.5,0,23,13,3,1,1,36,32,1
0.5,0,27,1,1,0,1,44,2,0
1.0,1,22,2,0,1,0,6,38,2
1.0,1,26,16,3,0,1,39,36,2
0.5,1,23,11,2,1,1,22,24,2
1.0,0,26,9,4,0,0,25,41,0
0.5,1,21,3,0,1,2,26,12,2
1.0,1,26,16,4,2,3,15,27,0
0.5,1,22,7,1,3,3,44,16,2
0.5,1,28,6,4,0,1,10,37,0
1.0,0,20,12,1,1,0,37,32,1
0.5,0,28,2,1,0,0,5,46,2
0.5,1,26,17,4,1,0,17,22,1
0.5,1,27,1,1,0,3,6,39,0
0.5,1,27,18,1,0,0,38,2,0
0.5,0,25,1,3,1,2,37,34,1
0.5,1,23,4,3,1,3,45,0,0
0.5,1,22,5,4,1,3,16,37,1
0.5,0,21,0,2,0,1,46,39,0
1.0,0,27,3,0,1,0,7,24,1
0.5,0,24,6,2,0,1,8,31,0
1.0,1,26,4,1,2,2,46,7,2
0.5,1,26,3,4,1,2,35,32,2
0.5,0,29,0,0,0,0,14,33,0
0.5,1,20,12,0,1,2,44,20,1
0.5,0,21,5,1,3,0,5,16,2
1.0,0,27,8,4,0,1,12,18,0
